Looking for shortest distance between Arbre and AlphaCentauri...
  Travel complete, distance: 316 shortest: Infinity longest: -Infinity
  Travel complete, distance: 282 shortest: 192 longest: 674
  Travel complete, distance: 334 shortest: 192 longest: 674
Found all possible paths, shortest: 192, minimum: 141, longest: 674, maximum: 729
Looking for shortest distance between Straylight and AlphaCentauri...
  Travel complete, distance: 411 shortest: Infinity longest: -Infinity
  Travel complete, distance: 346 shortest: 411 longest: 411
  Travel complete, distance: 451 shortest: 346 longest: 411
  Travel complete, distance: 428 shortest: 346 longest: 451
  Travel complete, distance: 391 shortest: 346 longest: 451
  Travel complete, distance: 433 shortest: 346 longest: 451
  Travel complete, distance: 492 shortest: 346 longest: 451
  Travel complete, distance: 432 shortest: 346 longest: 492
  Travel complete, distance: 537 shortest: 346 longest: 492
  Travel complete, distance: 414 shortest: 346 longest: 537
  Travel complete, distance: 472 shortest: 346 longest: 537
  Travel complete, distance: 409 shortest: 346 longest: 537
  Travel complete, distance: 460 shortest: 346 longest: 537
  Travel complete, distance: 482 shortest: 346 longest: 537
  Travel complete, distance: 465 shortest: 346 longest: 537
  Travel complete, distance: 382 shortest: 346 longest: 537
  Travel complete, distance: 442 shortest: 346 longest: 537
  Travel complete, distance: 337 shortest: 346 longest: 537
  Travel complete, distance: 503 shortest: 337 longest: 537
  Travel complete, distance: 585 shortest: 337 longest: 537
  Travel complete, distance: 498 shortest: 337 longest: 585
  Travel complete, distance: 480 shortest: 337 longest: 585
  Travel complete, distance: 540 shortest: 337 longest: 585
  Travel complete, distance: 440 shortest: 337 longest: 585
  Travel complete, distance: 375 shortest: 337 longest: 585
  Travel complete, distance: 310 shortest: 337 longest: 585
  Travel complete, distance: 343 shortest: 310 longest: 585
  Travel complete, distance: 320 shortest: 310 longest: 585
  Travel complete, distance: 381 shortest: 310 longest: 585
  Travel complete, distance: 423 shortest: 310 longest: 585
  Travel complete, distance: 384 shortest: 310 longest: 585
  Travel complete, distance: 422 shortest: 310 longest: 585
  Travel complete, distance: 455 shortest: 310 longest: 585
  Travel complete, distance: 379 shortest: 310 longest: 585
  Travel complete, distance: 390 shortest: 310 longest: 585
  Travel complete, distance: 276 shortest: 310 longest: 585
  Travel complete, distance: 424 shortest: 276 longest: 585
  Travel complete, distance: 472 shortest: 276 longest: 585
  Travel complete, distance: 527 shortest: 276 longest: 585
  Travel complete, distance: 419 shortest: 276 longest: 585
  Travel complete, distance: 504 shortest: 276 longest: 585
  Travel complete, distance: 348 shortest: 276 longest: 585
  Travel complete, distance: 467 shortest: 276 longest: 585
  Travel complete, distance: 477 shortest: 276 longest: 585
  Travel complete, distance: 364 shortest: 276 longest: 585
  Travel complete, distance: 321 shortest: 276 longest: 585
  Travel complete, distance: 406 shortest: 276 longest: 585
  Travel complete, distance: 353 shortest: 276 longest: 585
  Travel complete, distance: 472 shortest: 276 longest: 585
  Travel complete, distance: 412 shortest: 276 longest: 585
  Travel complete, distance: 526 shortest: 276 longest: 585
  Travel complete, distance: 403 shortest: 276 longest: 585
  Travel complete, distance: 564 shortest: 276 longest: 585
  Travel complete, distance: 501 shortest: 276 longest: 585
  Travel complete, distance: 400 shortest: 276 longest: 585
  Travel complete, distance: 438 shortest: 276 longest: 585
  Travel complete, distance: 552 shortest: 276 longest: 585
  Travel complete, distance: 476 shortest: 276 longest: 585
  Travel complete, distance: 492 shortest: 276 longest: 585
  Travel complete, distance: 378 shortest: 276 longest: 585
  Travel complete, distance: 445 shortest: 276 longest: 585
  Travel complete, distance: 474 shortest: 276 longest: 585
  Travel complete, distance: 543 shortest: 276 longest: 585
  Travel complete, distance: 521 shortest: 276 longest: 585
  Travel complete, distance: 420 shortest: 276 longest: 585
  Travel complete, distance: 369 shortest: 276 longest: 585
  Travel complete, distance: 478 shortest: 276 longest: 585
  Travel complete, distance: 469 shortest: 276 longest: 585
  Travel complete, distance: 380 shortest: 276 longest: 585
  Travel complete, distance: 418 shortest: 276 longest: 585
  Travel complete, distance: 317 shortest: 276 longest: 585
  Travel complete, distance: 364 shortest: 276 longest: 585
  Travel complete, distance: 347 shortest: 276 longest: 585
  Travel complete, distance: 369 shortest: 276 longest: 585
  Travel complete, distance: 433 shortest: 276 longest: 585
  Travel complete, distance: 350 shortest: 276 longest: 585
  Travel complete, distance: 481 shortest: 276 longest: 585
  Travel complete, distance: 376 shortest: 276 longest: 585
  Travel complete, distance: 419 shortest: 276 longest: 585
  Travel complete, distance: 467 shortest: 276 longest: 585
  Travel complete, distance: 531 shortest: 276 longest: 585
  Travel complete, distance: 423 shortest: 276 longest: 585
  Travel complete, distance: 553 shortest: 276 longest: 585
  Travel complete, distance: 397 shortest: 276 longest: 585
  Travel complete, distance: 424 shortest: 276 longest: 585
  Travel complete, distance: 453 shortest: 276 longest: 585
  Travel complete, distance: 450 shortest: 276 longest: 585
  Travel complete, distance: 428 shortest: 276 longest: 585
  Travel complete, distance: 367 shortest: 276 longest: 585
  Travel complete, distance: 316 shortest: 276 longest: 585
  Travel complete, distance: 427 shortest: 276 longest: 585
  Travel complete, distance: 408 shortest: 276 longest: 585
  Travel complete, distance: 401 shortest: 276 longest: 585
  Travel complete, distance: 357 shortest: 276 longest: 585
  Travel complete, distance: 296 shortest: 276 longest: 585
  Travel complete, distance: 271 shortest: 276 longest: 585
  Travel complete, distance: 443 shortest: 271 longest: 585
  Travel complete, distance: 525 shortest: 271 longest: 585
  Travel complete, distance: 524 shortest: 271 longest: 585
  Travel complete, distance: 506 shortest: 271 longest: 585
  Travel complete, distance: 534 shortest: 271 longest: 585
  Travel complete, distance: 434 shortest: 271 longest: 585
  Travel complete, distance: 417 shortest: 271 longest: 585
  Travel complete, distance: 427 shortest: 271 longest: 585
  Travel complete, distance: 426 shortest: 271 longest: 585
  Travel complete, distance: 383 shortest: 271 longest: 585
  Travel complete, distance: 508 shortest: 271 longest: 585
  Travel complete, distance: 455 shortest: 271 longest: 585
  Travel complete, distance: 412 shortest: 271 longest: 585
  Travel complete, distance: 403 shortest: 271 longest: 585
  Travel complete, distance: 340 shortest: 271 longest: 585
  Travel complete, distance: 378 shortest: 271 longest: 585
  Travel complete, distance: 322 shortest: 271 longest: 585
  Travel complete, distance: 369 shortest: 271 longest: 585
  Travel complete, distance: 382 shortest: 271 longest: 585
  Travel complete, distance: 363 shortest: 271 longest: 585
  Travel complete, distance: 454 shortest: 271 longest: 585
  Travel complete, distance: 410 shortest: 271 longest: 585
  Travel complete, distance: 354 shortest: 271 longest: 585
  Travel complete, distance: 329 shortest: 271 longest: 585
  Travel complete, distance: 367 shortest: 271 longest: 585
  Travel complete, distance: 302 shortest: 271 longest: 585
  Travel complete, distance: 407 shortest: 271 longest: 585
  Travel complete, distance: 384 shortest: 271 longest: 585
  Travel complete, distance: 347 shortest: 271 longest: 585
  Travel complete, distance: 389 shortest: 271 longest: 585
  Travel complete, distance: 464 shortest: 271 longest: 585
  Travel complete, distance: 404 shortest: 271 longest: 585
  Travel complete, distance: 509 shortest: 271 longest: 585
  Travel complete, distance: 386 shortest: 271 longest: 585
  Travel complete, distance: 444 shortest: 271 longest: 585
  Travel complete, distance: 381 shortest: 271 longest: 585
  Travel complete, distance: 411 shortest: 271 longest: 585
  Travel complete, distance: 433 shortest: 271 longest: 585
  Travel complete, distance: 416 shortest: 271 longest: 585
  Travel complete, distance: 333 shortest: 271 longest: 585
  Travel complete, distance: 393 shortest: 271 longest: 585
  Travel complete, distance: 288 shortest: 271 longest: 585
  Travel complete, distance: 409 shortest: 271 longest: 585
  Travel complete, distance: 491 shortest: 271 longest: 585
  Travel complete, distance: 404 shortest: 271 longest: 585
  Travel complete, distance: 386 shortest: 271 longest: 585
  Travel complete, distance: 446 shortest: 271 longest: 585
  Travel complete, distance: 346 shortest: 271 longest: 585
  Travel complete, distance: 347 shortest: 271 longest: 585
  Travel complete, distance: 282 shortest: 271 longest: 585
  Travel complete, distance: 294 shortest: 271 longest: 585
  Travel complete, distance: 271 shortest: 271 longest: 585
  Travel complete, distance: 287 shortest: 271 longest: 585
  Travel complete, distance: 329 shortest: 271 longest: 585
  Travel complete, distance: 351 shortest: 271 longest: 585
  Travel complete, distance: 344 shortest: 271 longest: 585
  Travel complete, distance: 356 shortest: 271 longest: 585
  Travel complete, distance: 380 shortest: 271 longest: 585
  Travel complete, distance: 291 shortest: 271 longest: 585
  Travel complete, distance: 322 shortest: 271 longest: 585
  Travel complete, distance: 391 shortest: 271 longest: 585
  Travel complete, distance: 373 shortest: 271 longest: 585
  Travel complete, distance: 449 shortest: 271 longest: 585
  Travel complete, distance: 420 shortest: 271 longest: 585
  Travel complete, distance: 426 shortest: 271 longest: 585
  Travel complete, distance: 415 shortest: 271 longest: 585
  Travel complete, distance: 389 shortest: 271 longest: 585
  Travel complete, distance: 378 shortest: 271 longest: 585
  Travel complete, distance: 331 shortest: 271 longest: 585
  Travel complete, distance: 367 shortest: 271 longest: 585
  Travel complete, distance: 373 shortest: 271 longest: 585
  Travel complete, distance: 420 shortest: 271 longest: 585
  Travel complete, distance: 428 shortest: 271 longest: 585
  Travel complete, distance: 368 shortest: 271 longest: 585
  Travel complete, distance: 477 shortest: 271 longest: 585
  Travel complete, distance: 354 shortest: 271 longest: 585
  Travel complete, distance: 470 shortest: 271 longest: 585
  Travel complete, distance: 407 shortest: 271 longest: 585
  Travel complete, distance: 335 shortest: 271 longest: 585
  Travel complete, distance: 328 shortest: 271 longest: 585
  Travel complete, distance: 437 shortest: 271 longest: 585
  Travel complete, distance: 461 shortest: 271 longest: 585
  Travel complete, distance: 377 shortest: 271 longest: 585
  Travel complete, distance: 408 shortest: 271 longest: 585
  Travel complete, distance: 380 shortest: 271 longest: 585
  Travel complete, distance: 359 shortest: 271 longest: 585
  Travel complete, distance: 433 shortest: 271 longest: 585
  Travel complete, distance: 506 shortest: 271 longest: 585
  Travel complete, distance: 310 shortest: 271 longest: 585
  Travel complete, distance: 404 shortest: 271 longest: 585
  Travel complete, distance: 368 shortest: 271 longest: 585
  Travel complete, distance: 354 shortest: 271 longest: 585
  Travel complete, distance: 315 shortest: 271 longest: 585
  Travel complete, distance: 448 shortest: 271 longest: 585
  Travel complete, distance: 252 shortest: 271 longest: 585
  Travel complete, distance: 399 shortest: 252 longest: 585
  Travel complete, distance: 303 shortest: 252 longest: 585
  Travel complete, distance: 325 shortest: 252 longest: 585
  Travel complete, distance: 405 shortest: 252 longest: 585
  Travel complete, distance: 322 shortest: 252 longest: 585
  Travel complete, distance: 387 shortest: 252 longest: 585
  Travel complete, distance: 282 shortest: 252 longest: 585
  Travel complete, distance: 396 shortest: 252 longest: 585
  Travel complete, distance: 378 shortest: 252 longest: 585
  Travel complete, distance: 458 shortest: 252 longest: 585
  Travel complete, distance: 429 shortest: 252 longest: 585
  Travel complete, distance: 480 shortest: 252 longest: 585
  Travel complete, distance: 469 shortest: 252 longest: 585
  Travel complete, distance: 401 shortest: 252 longest: 585
  Travel complete, distance: 380 shortest: 252 longest: 585
  Travel complete, distance: 361 shortest: 252 longest: 585
  Travel complete, distance: 434 shortest: 252 longest: 585
  Travel complete, distance: 278 shortest: 252 longest: 585
  Travel complete, distance: 372 shortest: 252 longest: 585
